filename,label,filepath
n02102040_8298.JPEG,1,n02102040/n02102040_8298.JPEG
n02102040_3049.JPEG,1,n02102040/n02102040_3049.JPEG
n02102040_7983.JPEG,1,n02102040/n02102040_7983.JPEG
n02102040_868.JPEG,1,n02102040/n02102040_868.JPEG
n02102040_4026.JPEG,1,n02102040/n02102040_4026.JPEG
n02102040_1855.JPEG,1,n02102040/n02102040_1855.JPEG
n02102040_3918.JPEG,1,n02102040/n02102040_3918.JPEG
n02102040_1617.JPEG,1,n02102040/n02102040_1617.JPEG
n02102040_5549.JPEG,1,n02102040/n02102040_5549.JPEG
n02102040_7183.JPEG,1,n02102040/n02102040_7183.JPEG
n02102040_1786.JPEG,1,n02102040/n02102040_1786.JPEG
n02102040_6556.JPEG,1,n02102040/n02102040_6556.JPEG
n02102040_4835.JPEG,1,n02102040/n02102040_4835.JPEG
n02102040_403.JPEG,1,n02102040/n02102040_403.JPEG
n02102040_7617.JPEG,1,n02102040/n02102040_7617.JPEG
n02102040_78.JPEG,1,n02102040/n02102040_78.JPEG
n02102040_7744.JPEG,1,n02102040/n02102040_7744.JPEG
n02102040_3937.JPEG,1,n02102040/n02102040_3937.JPEG
n02102040_1518.JPEG,1,n02102040/n02102040_1518.JPEG
n02102040_7376.JPEG,1,n02102040/n02102040_7376.JPEG
n02102040_3695.JPEG,1,n02102040/n02102040_3695.JPEG
n02102040_2085.JPEG,1,n02102040/n02102040_2085.JPEG
n02102040_1227.JPEG,1,n02102040/n02102040_1227.JPEG
n02102040_444.JPEG,1,n02102040/n02102040_444.JPEG
n02102040_55.JPEG,1,n02102040/n02102040_55.JPEG
n02102040_1325.JPEG,1,n02102040/n02102040_1325.JPEG
n02102040_2864.JPEG,1,n02102040/n02102040_2864.JPEG
n02102040_1243.JPEG,1,n02102040/n02102040_1243.JPEG
n02102040_2564.JPEG,1,n02102040/n02102040_2564.JPEG
n02102040_8327.JPEG,1,n02102040/n02102040_8327.JPEG
n02102040_3258.JPEG,1,n02102040/n02102040_3258.JPEG
n02102040_5855.JPEG,1,n02102040/n02102040_5855.JPEG
ILSVRC2012_val_00040679.JPEG,1,n02102040/ILSVRC2012_val_00040679.JPEG
n02102040_4488.JPEG,1,n02102040/n02102040_4488.JPEG
n02102040_3157.JPEG,1,n02102040/n02102040_3157.JPEG
n02102040_1303.JPEG,1,n02102040/n02102040_1303.JPEG
n02102040_3078.JPEG,1,n02102040/n02102040_3078.JPEG
n02102040_74.JPEG,1,n02102040/n02102040_74.JPEG
n02102040_4747.JPEG,1,n02102040/n02102040_4747.JPEG
n02102040_1983.JPEG,1,n02102040/n02102040_1983.JPEG
n02102040_7168.JPEG,1,n02102040/n02102040_7168.JPEG
n02102040_2377.JPEG,1,n02102040/n02102040_2377.JPEG
n02102040_4337.JPEG,1,n02102040/n02102040_4337.JPEG
n02102040_645.JPEG,1,n02102040/n02102040_645.JPEG
n02102040_603.JPEG,1,n02102040/n02102040_603.JPEG
n02102040_876.JPEG,1,n02102040/n02102040_876.JPEG
n02102040_3974.JPEG,1,n02102040/n02102040_3974.JPEG
n02102040_3693.JPEG,1,n02102040/n02102040_3693.JPEG
n02102040_8304.JPEG,1,n02102040/n02102040_8304.JPEG
n02102040_4909.JPEG,1,n02102040/n02102040_4909.JPEG
n02102040_2606.JPEG,1,n02102040/n02102040_2606.JPEG
n02102040_2036.JPEG,1,n02102040/n02102040_2036.JPEG
n02102040_205.JPEG,1,n02102040/n02102040_205.JPEG
n02102040_3148.JPEG,1,n02102040/n02102040_3148.JPEG
n02102040_2344.JPEG,1,n02102040/n02102040_2344.JPEG
n02102040_993.JPEG,1,n02102040/n02102040_993.JPEG
n02102040_1274.JPEG,1,n02102040/n02102040_1274.JPEG
n02102040_1306.JPEG,1,n02102040/n02102040_1306.JPEG
n02102040_7688.JPEG,1,n02102040/n02102040_7688.JPEG
n02102040_1044.JPEG,1,n02102040/n02102040_1044.JPEG
n02102040_8103.JPEG,1,n02102040/n02102040_8103.JPEG
n02102040_3175.JPEG,1,n02102040/n02102040_3175.JPEG
n02102040_3149.JPEG,1,n02102040/n02102040_3149.JPEG
n02102040_859.JPEG,1,n02102040/n02102040_859.JPEG
n02102040_1475.JPEG,1,n02102040/n02102040_1475.JPEG
n02102040_7998.JPEG,1,n02102040/n02102040_7998.JPEG
n02102040_3736.JPEG,1,n02102040/n02102040_3736.JPEG
n02102040_5194.JPEG,1,n02102040/n02102040_5194.JPEG
n02102040_7596.JPEG,1,n02102040/n02102040_7596.JPEG
n02102040_1224.JPEG,1,n02102040/n02102040_1224.JPEG
n02102040_665.JPEG,1,n02102040/n02102040_665.JPEG
n02102040_4367.JPEG,1,n02102040/n02102040_4367.JPEG
n02102040_3586.JPEG,1,n02102040/n02102040_3586.JPEG
n02102040_2135.JPEG,1,n02102040/n02102040_2135.JPEG
n02102040_605.JPEG,1,n02102040/n02102040_605.JPEG
n02102040_7893.JPEG,1,n02102040/n02102040_7893.JPEG
n02102040_3263.JPEG,1,n02102040/n02102040_3263.JPEG
n02102040_5514.JPEG,1,n02102040/n02102040_5514.JPEG
n02102040_148.JPEG,1,n02102040/n02102040_148.JPEG
n02102040_245.JPEG,1,n02102040/n02102040_245.JPEG
n02102040_1283.JPEG,1,n02102040/n02102040_1283.JPEG
n02102040_933.JPEG,1,n02102040/n02102040_933.JPEG
n02102040_1319.JPEG,1,n02102040/n02102040_1319.JPEG
n02102040_328.JPEG,1,n02102040/n02102040_328.JPEG
n02102040_8139.JPEG,1,n02102040/n02102040_8139.JPEG
n02102040_6546.JPEG,1,n02102040/n02102040_6546.JPEG
n02102040_604.JPEG,1,n02102040/n02102040_604.JPEG
n02102040_2806.JPEG,1,n02102040/n02102040_2806.JPEG
n02102040_4068.JPEG,1,n02102040/n02102040_4068.JPEG
n02102040_1904.JPEG,1,n02102040/n02102040_1904.JPEG
n02102040_5754.JPEG,1,n02102040/n02102040_5754.JPEG
n02102040_6388.JPEG,1,n02102040/n02102040_6388.JPEG
n02102040_1295.JPEG,1,n02102040/n02102040_1295.JPEG
n02102040_768.JPEG,1,n02102040/n02102040_768.JPEG
n02102040_2693.JPEG,1,n02102040/n02102040_2693.JPEG
n02102040_883.JPEG,1,n02102040/n02102040_883.JPEG
n02102040_5604.JPEG,1,n02102040/n02102040_5604.JPEG
n02102040_649.JPEG,1,n02102040/n02102040_649.JPEG
n02102040_905.JPEG,1,n02102040/n02102040_905.JPEG
n02102040_2018.JPEG,1,n02102040/n02102040_2018.JPEG
n02102040_8288.JPEG,1,n02102040/n02102040_8288.JPEG
n02102040_4033.JPEG,1,n02102040/n02102040_4033.JPEG
n02102040_5419.JPEG,1,n02102040/n02102040_5419.JPEG
n02102040_8373.JPEG,1,n02102040/n02102040_8373.JPEG
n02102040_7029.JPEG,1,n02102040/n02102040_7029.JPEG
n02102040_107.JPEG,1,n02102040/n02102040_107.JPEG
n02102040_4228.JPEG,1,n02102040/n02102040_4228.JPEG
n02102040_1834.JPEG,1,n02102040/n02102040_1834.JPEG
n02102040_3065.JPEG,1,n02102040/n02102040_3065.JPEG
ILSVRC2012_val_00049523.JPEG,1,n02102040/ILSVRC2012_val_00049523.JPEG
n02102040_7569.JPEG,1,n02102040/n02102040_7569.JPEG
n02102040_203.JPEG,1,n02102040/n02102040_203.JPEG
n02102040_6739.JPEG,1,n02102040/n02102040_6739.JPEG
n02102040_763.JPEG,1,n02102040/n02102040_763.JPEG
n02102040_2893.JPEG,1,n02102040/n02102040_2893.JPEG
n02102040_2014.JPEG,1,n02102040/n02102040_2014.JPEG
n02102040_5715.JPEG,1,n02102040/n02102040_5715.JPEG
n02102040_1136.JPEG,1,n02102040/n02102040_1136.JPEG
n02102040_4299.JPEG,1,n02102040/n02102040_4299.JPEG
n02102040_228.JPEG,1,n02102040/n02102040_228.JPEG
n02102040_209.JPEG,1,n02102040/n02102040_209.JPEG
n02102040_5993.JPEG,1,n02102040/n02102040_5993.JPEG
n02102040_7486.JPEG,1,n02102040/n02102040_7486.JPEG
n02102040_7768.JPEG,1,n02102040/n02102040_7768.JPEG
n02102040_3437.JPEG,1,n02102040/n02102040_3437.JPEG
n02102040_2013.JPEG,1,n02102040/n02102040_2013.JPEG
n02102040_3207.JPEG,1,n02102040/n02102040_3207.JPEG
n02102040_6968.JPEG,1,n02102040/n02102040_6968.JPEG
n02102040_3187.JPEG,1,n02102040/n02102040_3187.JPEG
n02102040_6844.JPEG,1,n02102040/n02102040_6844.JPEG
n02102040_7194.JPEG,1,n02102040/n02102040_7194.JPEG
n02102040_1487.JPEG,1,n02102040/n02102040_1487.JPEG
n02102040_7013.JPEG,1,n02102040/n02102040_7013.JPEG
n02102040_4638.JPEG,1,n02102040/n02102040_4638.JPEG
n02102040_1106.JPEG,1,n02102040/n02102040_1106.JPEG
n02102040_1064.JPEG,1,n02102040/n02102040_1064.JPEG
ILSVRC2012_val_00016768.JPEG,1,n02102040/ILSVRC2012_val_00016768.JPEG
n02102040_8294.JPEG,1,n02102040/n02102040_8294.JPEG
n02102040_5227.JPEG,1,n02102040/n02102040_5227.JPEG
n02102040_2329.JPEG,1,n02102040/n02102040_2329.JPEG
n02102040_1217.JPEG,1,n02102040/n02102040_1217.JPEG
n02102040_904.JPEG,1,n02102040/n02102040_904.JPEG
n02102040_824.JPEG,1,n02102040/n02102040_824.JPEG
n02102040_1019.JPEG,1,n02102040/n02102040_1019.JPEG
n02102040_4558.JPEG,1,n02102040/n02102040_4558.JPEG
n02102040_626.JPEG,1,n02102040/n02102040_626.JPEG
n02102040_4619.JPEG,1,n02102040/n02102040_4619.JPEG
n02102040_1709.JPEG,1,n02102040/n02102040_1709.JPEG
n02102040_113.JPEG,1,n02102040/n02102040_113.JPEG
n02102040_7944.JPEG,1,n02102040/n02102040_7944.JPEG
n02102040_4213.JPEG,1,n02102040/n02102040_4213.JPEG
n02102040_7406.JPEG,1,n02102040/n02102040_7406.JPEG
n02102040_5283.JPEG,1,n02102040/n02102040_5283.JPEG
n02102040_3984.JPEG,1,n02102040/n02102040_3984.JPEG
n02102040_1145.JPEG,1,n02102040/n02102040_1145.JPEG
n02102040_1346.JPEG,1,n02102040/n02102040_1346.JPEG
n02102040_5756.JPEG,1,n02102040/n02102040_5756.JPEG
n02102040_6058.JPEG,1,n02102040/n02102040_6058.JPEG
n02102040_1728.JPEG,1,n02102040/n02102040_1728.JPEG
n02102040_5216.JPEG,1,n02102040/n02102040_5216.JPEG
n02102040_5553.JPEG,1,n02102040/n02102040_5553.JPEG
n02102040_5196.JPEG,1,n02102040/n02102040_5196.JPEG
n02102040_1883.JPEG,1,n02102040/n02102040_1883.JPEG
n02102040_5125.JPEG,1,n02102040/n02102040_5125.JPEG
n02102040_1263.JPEG,1,n02102040/n02102040_1263.JPEG
n02102040_7056.JPEG,1,n02102040/n02102040_7056.JPEG
n02102040_4434.JPEG,1,n02102040/n02102040_4434.JPEG
n02102040_4738.JPEG,1,n02102040/n02102040_4738.JPEG
n02102040_2583.JPEG,1,n02102040/n02102040_2583.JPEG
n02102040_297.JPEG,1,n02102040/n02102040_297.JPEG
n02102040_3506.JPEG,1,n02102040/n02102040_3506.JPEG
n02102040_1595.JPEG,1,n02102040/n02102040_1595.JPEG
n02102040_2823.JPEG,1,n02102040/n02102040_2823.JPEG
n02102040_3424.JPEG,1,n02102040/n02102040_3424.JPEG
n02102040_467.JPEG,1,n02102040/n02102040_467.JPEG
n02102040_2163.JPEG,1,n02102040/n02102040_2163.JPEG
n02102040_8457.JPEG,1,n02102040/n02102040_8457.JPEG
n02102040_4124.JPEG,1,n02102040/n02102040_4124.JPEG
n02102040_1033.JPEG,1,n02102040/n02102040_1033.JPEG
n02102040_955.JPEG,1,n02102040/n02102040_955.JPEG
n02102040_7426.JPEG,1,n02102040/n02102040_7426.JPEG
n02102040_573.JPEG,1,n02102040/n02102040_573.JPEG
n02102040_1127.JPEG,1,n02102040/n02102040_1127.JPEG
n02102040_567.JPEG,1,n02102040/n02102040_567.JPEG
n02102040_3418.JPEG,1,n02102040/n02102040_3418.JPEG
n02102040_5247.JPEG,1,n02102040/n02102040_5247.JPEG
n02102040_787.JPEG,1,n02102040/n02102040_787.JPEG
n02102040_3909.JPEG,1,n02102040/n02102040_3909.JPEG
n02102040_1639.JPEG,1,n02102040/n02102040_1639.JPEG
n02102040_903.JPEG,1,n02102040/n02102040_903.JPEG
n02102040_2257.JPEG,1,n02102040/n02102040_2257.JPEG
n02102040_3608.JPEG,1,n02102040/n02102040_3608.JPEG
n02102040_818.JPEG,1,n02102040/n02102040_818.JPEG
n02102040_4295.JPEG,1,n02102040/n02102040_4295.JPEG
n02102040_5448.JPEG,1,n02102040/n02102040_5448.JPEG
n02102040_2295.JPEG,1,n02102040/n02102040_2295.JPEG
n02102040_519.JPEG,1,n02102040/n02102040_519.JPEG
n02102040_208.JPEG,1,n02102040/n02102040_208.JPEG
n02102040_1098.JPEG,1,n02102040/n02102040_1098.JPEG
n02102040_3114.JPEG,1,n02102040/n02102040_3114.JPEG
n02102040_6566.JPEG,1,n02102040/n02102040_6566.JPEG
n02102040_6647.JPEG,1,n02102040/n02102040_6647.JPEG
n02102040_4489.JPEG,1,n02102040/n02102040_4489.JPEG
n02102040_5866.JPEG,1,n02102040/n02102040_5866.JPEG
n02102040_7717.JPEG,1,n02102040/n02102040_7717.JPEG
n02102040_7804.JPEG,1,n02102040/n02102040_7804.JPEG
ILSVRC2012_val_00004548.JPEG,1,n02102040/ILSVRC2012_val_00004548.JPEG
n02102040_1134.JPEG,1,n02102040/n02102040_1134.JPEG
n02102040_1085.JPEG,1,n02102040/n02102040_1085.JPEG
n02102040_7836.JPEG,1,n02102040/n02102040_7836.JPEG
n02102040_4355.JPEG,1,n02102040/n02102040_4355.JPEG
n02102040_7169.JPEG,1,n02102040/n02102040_7169.JPEG
n02102040_4879.JPEG,1,n02102040/n02102040_4879.JPEG
n02102040_1286.JPEG,1,n02102040/n02102040_1286.JPEG
n02102040_1067.JPEG,1,n02102040/n02102040_1067.JPEG
n02102040_3719.JPEG,1,n02102040/n02102040_3719.JPEG
n02102040_4517.JPEG,1,n02102040/n02102040_4517.JPEG
n02102040_4395.JPEG,1,n02102040/n02102040_4395.JPEG
n02102040_1037.JPEG,1,n02102040/n02102040_1037.JPEG
n02102040_1963.JPEG,1,n02102040/n02102040_1963.JPEG
n02102040_5666.JPEG,1,n02102040/n02102040_5666.JPEG
n02102040_726.JPEG,1,n02102040/n02102040_726.JPEG
n02102040_3837.JPEG,1,n02102040/n02102040_3837.JPEG
n02102040_6503.JPEG,1,n02102040/n02102040_6503.JPEG
n02102040_5173.JPEG,1,n02102040/n02102040_5173.JPEG
n02102040_174.JPEG,1,n02102040/n02102040_174.JPEG
n02102040_3115.JPEG,1,n02102040/n02102040_3115.JPEG
n02102040_218.JPEG,1,n02102040/n02102040_218.JPEG
n02102040_3159.JPEG,1,n02102040/n02102040_3159.JPEG
n02102040_127.JPEG,1,n02102040/n02102040_127.JPEG
n02102040_3668.JPEG,1,n02102040/n02102040_3668.JPEG
n02102040_5528.JPEG,1,n02102040/n02102040_5528.JPEG
n02102040_2256.JPEG,1,n02102040/n02102040_2256.JPEG
n02102040_5684.JPEG,1,n02102040/n02102040_5684.JPEG
ILSVRC2012_val_00029518.JPEG,1,n02102040/ILSVRC2012_val_00029518.JPEG
n02102040_1183.JPEG,1,n02102040/n02102040_1183.JPEG
n02102040_3806.JPEG,1,n02102040/n02102040_3806.JPEG
n02102040_2099.JPEG,1,n02102040/n02102040_2099.JPEG
n02102040_8283.JPEG,1,n02102040/n02102040_8283.JPEG
n02102040_973.JPEG,1,n02102040/n02102040_973.JPEG
n02102040_7465.JPEG,1,n02102040/n02102040_7465.JPEG
n02102040_468.JPEG,1,n02102040/n02102040_468.JPEG
ILSVRC2012_val_00010994.JPEG,1,n02102040/ILSVRC2012_val_00010994.JPEG
n02102040_213.JPEG,1,n02102040/n02102040_213.JPEG
n02102040_4074.JPEG,1,n02102040/n02102040_4074.JPEG
n02102040_8236.JPEG,1,n02102040/n02102040_8236.JPEG
n02102040_2929.JPEG,1,n02102040/n02102040_2929.JPEG
n02102040_63.JPEG,1,n02102040/n02102040_63.JPEG
n02102040_249.JPEG,1,n02102040/n02102040_249.JPEG
n02102040_7629.JPEG,1,n02102040/n02102040_7629.JPEG
n02102040_1976.JPEG,1,n02102040/n02102040_1976.JPEG
n02102040_3563.JPEG,1,n02102040/n02102040_3563.JPEG
n02102040_1266.JPEG,1,n02102040/n02102040_1266.JPEG
n02102040_759.JPEG,1,n02102040/n02102040_759.JPEG
n02102040_3209.JPEG,1,n02102040/n02102040_3209.JPEG
n02102040_3644.JPEG,1,n02102040/n02102040_3644.JPEG
n02102040_1265.JPEG,1,n02102040/n02102040_1265.JPEG
n02102040_5883.JPEG,1,n02102040/n02102040_5883.JPEG
n02102040_43.JPEG,1,n02102040/n02102040_43.JPEG
n02102040_8025.JPEG,1,n02102040/n02102040_8025.JPEG
n02102040_394.JPEG,1,n02102040/n02102040_394.JPEG
n02102040_4209.JPEG,1,n02102040/n02102040_4209.JPEG
n02102040_3156.JPEG,1,n02102040/n02102040_3156.JPEG
n02102040_5468.JPEG,1,n02102040/n02102040_5468.JPEG
n02102040_3103.JPEG,1,n02102040/n02102040_3103.JPEG
n02102040_2478.JPEG,1,n02102040/n02102040_2478.JPEG
n02102040_574.JPEG,1,n02102040/n02102040_574.JPEG
n02102040_7938.JPEG,1,n02102040/n02102040_7938.JPEG
n02102040_8208.JPEG,1,n02102040/n02102040_8208.JPEG
n02102040_7554.JPEG,1,n02102040/n02102040_7554.JPEG
n02102040_6515.JPEG,1,n02102040/n02102040_6515.JPEG
n02102040_6874.JPEG,1,n02102040/n02102040_6874.JPEG
n02102040_7567.JPEG,1,n02102040/n02102040_7567.JPEG
n02102040_6124.JPEG,1,n02102040/n02102040_6124.JPEG
n02102040_7886.JPEG,1,n02102040/n02102040_7886.JPEG
n02102040_2318.JPEG,1,n02102040/n02102040_2318.JPEG
n02102040_304.JPEG,1,n02102040/n02102040_304.JPEG
n02102040_438.JPEG,1,n02102040/n02102040_438.JPEG
n02102040_2298.JPEG,1,n02102040/n02102040_2298.JPEG
n02102040_3997.JPEG,1,n02102040/n02102040_3997.JPEG
n02102040_6473.JPEG,1,n02102040/n02102040_6473.JPEG
n02102040_4149.JPEG,1,n02102040/n02102040_4149.JPEG
n02102040_265.JPEG,1,n02102040/n02102040_265.JPEG
n02102040_7728.JPEG,1,n02102040/n02102040_7728.JPEG
n02102040_538.JPEG,1,n02102040/n02102040_538.JPEG
n02102040_2959.JPEG,1,n02102040/n02102040_2959.JPEG
n02102040_987.JPEG,1,n02102040/n02102040_987.JPEG
n02102040_7895.JPEG,1,n02102040/n02102040_7895.JPEG
n02102040_3027.JPEG,1,n02102040/n02102040_3027.JPEG
n02102040_2743.JPEG,1,n02102040/n02102040_2743.JPEG
n02102040_4037.JPEG,1,n02102040/n02102040_4037.JPEG
n02102040_1305.JPEG,1,n02102040/n02102040_1305.JPEG
n02102040_4103.JPEG,1,n02102040/n02102040_4103.JPEG
n02102040_8247.JPEG,1,n02102040/n02102040_8247.JPEG
n02102040_5879.JPEG,1,n02102040/n02102040_5879.JPEG
n02102040_6757.JPEG,1,n02102040/n02102040_6757.JPEG
n02102040_5057.JPEG,1,n02102040/n02102040_5057.JPEG
n02102040_6986.JPEG,1,n02102040/n02102040_6986.JPEG
n02102040_6296.JPEG,1,n02102040/n02102040_6296.JPEG
n02102040_5827.JPEG,1,n02102040/n02102040_5827.JPEG
n02102040_948.JPEG,1,n02102040/n02102040_948.JPEG
n02102040_7659.JPEG,1,n02102040/n02102040_7659.JPEG
n02102040_217.JPEG,1,n02102040/n02102040_217.JPEG
n02102040_6886.JPEG,1,n02102040/n02102040_6886.JPEG
n02102040_4838.JPEG,1,n02102040/n02102040_4838.JPEG
n02102040_593.JPEG,1,n02102040/n02102040_593.JPEG
n02102040_1169.JPEG,1,n02102040/n02102040_1169.JPEG
n02102040_709.JPEG,1,n02102040/n02102040_709.JPEG
n02102040_629.JPEG,1,n02102040/n02102040_629.JPEG
n02102040_2268.JPEG,1,n02102040/n02102040_2268.JPEG
n02102040_7517.JPEG,1,n02102040/n02102040_7517.JPEG
n02102040_835.JPEG,1,n02102040/n02102040_835.JPEG
n02102040_163.JPEG,1,n02102040/n02102040_163.JPEG
n02102040_2883.JPEG,1,n02102040/n02102040_2883.JPEG
ILSVRC2012_val_00040876.JPEG,1,n02102040/ILSVRC2012_val_00040876.JPEG
n02102040_4779.JPEG,1,n02102040/n02102040_4779.JPEG
n02102040_1759.JPEG,1,n02102040/n02102040_1759.JPEG
n02102040_3843.JPEG,1,n02102040/n02102040_3843.JPEG
n02102040_1824.JPEG,1,n02102040/n02102040_1824.JPEG
n02102040_4858.JPEG,1,n02102040/n02102040_4858.JPEG
n02102040_5156.JPEG,1,n02102040/n02102040_5156.JPEG
n02102040_6347.JPEG,1,n02102040/n02102040_6347.JPEG
n02102040_659.JPEG,1,n02102040/n02102040_659.JPEG
n02102040_4479.JPEG,1,n02102040/n02102040_4479.JPEG
n02102040_3485.JPEG,1,n02102040/n02102040_3485.JPEG
n02102040_3978.JPEG,1,n02102040/n02102040_3978.JPEG
n02102040_5395.JPEG,1,n02102040/n02102040_5395.JPEG
n02102040_168.JPEG,1,n02102040/n02102040_168.JPEG
n02102040_569.JPEG,1,n02102040/n02102040_569.JPEG
n02102040_3514.JPEG,1,n02102040/n02102040_3514.JPEG
n02102040_986.JPEG,1,n02102040/n02102040_986.JPEG
n02102040_4116.JPEG,1,n02102040/n02102040_4116.JPEG
n02102040_5739.JPEG,1,n02102040/n02102040_5739.JPEG
ILSVRC2012_val_00018207.JPEG,1,n02102040/ILSVRC2012_val_00018207.JPEG
n02102040_118.JPEG,1,n02102040/n02102040_118.JPEG
n02102040_2735.JPEG,1,n02102040/n02102040_2735.JPEG
n02102040_7625.JPEG,1,n02102040/n02102040_7625.JPEG
n02102040_7408.JPEG,1,n02102040/n02102040_7408.JPEG
n02102040_7693.JPEG,1,n02102040/n02102040_7693.JPEG
n02102040_6424.JPEG,1,n02102040/n02102040_6424.JPEG
n02102040_3496.JPEG,1,n02102040/n02102040_3496.JPEG
n02102040_988.JPEG,1,n02102040/n02102040_988.JPEG
n02102040_895.JPEG,1,n02102040/n02102040_895.JPEG
n02102040_1148.JPEG,1,n02102040/n02102040_1148.JPEG
ILSVRC2012_val_00012689.JPEG,1,n02102040/ILSVRC2012_val_00012689.JPEG
n02102040_8296.JPEG,1,n02102040/n02102040_8296.JPEG
n02102040_2455.JPEG,1,n02102040/n02102040_2455.JPEG
n02102040_338.JPEG,1,n02102040/n02102040_338.JPEG
n02102040_3705.JPEG,1,n02102040/n02102040_3705.JPEG
n02102040_4027.JPEG,1,n02102040/n02102040_4027.JPEG
n02102040_524.JPEG,1,n02102040/n02102040_524.JPEG
n02102040_5778.JPEG,1,n02102040/n02102040_5778.JPEG
n02102040_2325.JPEG,1,n02102040/n02102040_2325.JPEG
n02102040_1579.JPEG,1,n02102040/n02102040_1579.JPEG
n02102040_398.JPEG,1,n02102040/n02102040_398.JPEG
n02102040_5408.JPEG,1,n02102040/n02102040_5408.JPEG
n02102040_705.JPEG,1,n02102040/n02102040_705.JPEG
n02102040_1808.JPEG,1,n02102040/n02102040_1808.JPEG
n02102040_1706.JPEG,1,n02102040/n02102040_1706.JPEG
